,SMSCG,NDOI,Tide
7/28/2003,1,7332.752408,7.047399998
7/29/2003,1,7192.171562,7.149300098
7/30/2003,1,7049.186768,7.075200081
7/31/2003,1,6905,6.544800282
8/1/2003,1,6760.813232,6.288299561
8/2/2003,1,6617.828438,5.49819994
8/3/2003,1,6477.247592,5.067399979
8/4/2003,1,6340.272666,4.888899803
8/5/2003,1,6208.105636,5.650100231
8/6/2003,1,6081.948474,5.995999813
8/7/2003,1,5963.003155,6.521600246
8/8/2003,1,5852.471653,7.130800247
8/9/2003,1,5751.55594,7.584400177
8/10/2003,1,5661.457991,7.786999702
8/11/2003,1,5583.379779,7.647399902
8/12/2003,1,5518.523279,7.298700333
8/13/2003,1,5468.090464,6.753600121
8/14/2003,1,5433.283307,6.046299934
8/15/2003,1,5415.303783,5.375699997
8/16/2003,1,5417.051709,4.506099701
8/17/2003,1,5448.659518,3.887399912
8/18/2003,1,5509.815703,3.775300026
8/19/2003,1,5598.371291,3.989799976
8/20/2003,1,5712.17731,4.266499519
8/21/2003,1,5849.084787,4.447999954
8/22/2003,1,6006.944749,4.968400002
8/23/2003,1,6183.608223,5.541200161
8/24/2003,1,6376.926236,6.161999702
8/25/2003,1,6584.749816,6.587100029
8/26/2003,1,6804.92999,6.887599945
8/27/2003,1,7035.317784,6.956500053
8/28/2003,1,7273.764227,6.533400059
8/29/2003,1,7518.120345,5.860899925
8/30/2003,1,7766.237165,5.422999859
8/31/2003,1,8015.965715,5.170799732
9/1/2003,0,8265.157022,5.491000175
9/2/2003,0,8511.662113,5.682899952
9/3/2003,0,8753.332015,5.938599586
9/4/2003,0,8988.017755,5.966899872
9/5/2003,0,9213.570361,6.258999825
9/6/2003,0,9427.840859,6.575700283
9/7/2003,0,9628.680277,6.777200222
9/8/2003,0,9813.939643,6.733200073
9/9/2003,0,9981.469982,6.485199928
9/10/2003,0,10129.12232,6.101799965
9/11/2003,0,10254.74769,5.394100189
9/12/2003,0,10356.19712,4.846999645
9/13/2003,0,10431.32163,4.363999844
9/14/2003,0,10477.97224,4.331500053
9/15/2003,0,10494,4.312399864
9/16/2003,0,10488.39661,4.169199944
9/17/2003,0,10471.97818,4.131599903
9/18/2003,0,10445.33232,4.216099739
9/19/2003,0,10409.04664,4.331999779
9/20/2003,0,10363.70873,4.598500252
9/21/2003,0,10309.90621,5.123600006
9/22/2003,0,10248.22668,5.642799854
9/23/2003,0,10179.25775,6.110300064
9/24/2003,0,10103.58702,6.232300282
9/25/2003,0,10021.80211,6.044400215
9/26/2003,0,9934.49061,5.604000092
9/27/2003,0,9842.240136,6.024399757
9/28/2003,0,9745.638293,6.452700138
9/29/2003,0,9645.272685,6.623899937
9/30/2003,0,9541.730921,6.549600124
10/1/2003,0,9435.600605,6.263799667
10/2/2003,0,9327.469344,5.929399967
10/3/2003,0,9217.924745,5.671399593
10/4/2003,0,9107.554413,5.640199661
10/5/2003,0,8996.945955,5.666800022
10/6/2003,0,8886.686978,5.637899876
10/7/2003,0,8777.365087,5.460100174
10/8/2003,0,8669.567889,5.172299862
10/9/2003,0,8563.88299,4.966700077
10/10/2003,0,8460.897997,5.033699989
10/11/2003,0,8361.200516,5.292900085
10/12/2003,0,8265.378152,5.334200382
10/13/2003,0,8174.018513,5.273900032
10/14/2003,0,8087.709204,5.130599976
10/15/2003,0,8007.037833,4.791999817
10/16/2003,0,7931.32978,4.514999866
10/17/2003,0,7853.52619,4.350500107
10/18/2003,0,7772.765592,4.356800079
10/19/2003,0,7689.440617,4.408100128
10/20/2003,0,7603.943893,4.732300282
10/21/2003,0,7516.66805,4.988100052
10/22/2003,0,7428.005718,5.14109993
10/23/2003,0,7338.349527,5.378399849
10/24/2003,0,7248.092105,6.161399841
10/25/2003,0,7157.626084,7.090799809
10/26/2003,0,7067.344091,7.670799732
10/27/2003,0,6977.638758,7.903800011
10/28/2003,0,6888.902712,7.674200058
10/29/2003,0,6801.528585,7.124700069
10/30/2003,0,6715.909006,6.442200184
10/31/2003,0,6632.436604,5.752500057
11/1/2003,0,6551.50401,5.171800137
11/2/2003,0,6473.503851,5.006500244
11/3/2003,0,6398.828759,5.25660038
11/4/2003,0,6327.871363,5.126699924
11/5/2003,0,6261.024292,4.885799885
11/6/2003,0,6198.680177,5.30340004
11/7/2003,0,6141.231646,5.663899899
11/8/2003,0,6089.071329,5.967599869
11/9/2003,0,6042.591856,6.158800125
11/10/2003,0,6002.185857,6.201700211
11/11/2003,0,5968.245961,6.08039999
11/12/2003,0,5941.164797,5.790500164
11/13/2003,0,5921.334996,5.493000031
11/14/2003,0,5909.149187,5.097100258
11/15/2003,0,5905,4.720700264
11/16/2003,0,5961.411115,4.412800312
11/17/2003,0,6125.935183,4.414899826
11/18/2003,0,6391.508286,4.422699928
11/19/2003,0,6751.06651,4.884600163
11/20/2003,0,7197.545938,5.107299805
11/21/2003,0,7723.882654,6.459199905
11/22/2003,0,8323.01274,7.512499809
11/23/2003,0,8987.872282,8.385700226
11/24/2003,0,9711.397363,8.737600327
11/25/2003,0,10486.52407,8.59070015
11/26/2003,0,11306.18848,8.208800316
11/27/2003,0,12163.32668,7.444699764
11/28/2003,0,13050.87475,6.455800056
11/29/2003,0,13961.76878,5.390299797
11/30/2003,0,14888.94485,4.969900131
12/1/2003,0,15825.33905,4.678999901
12/2/2003,0,16763.88746,4.685199738
12/3/2003,0,17697.52616,4.677800179
12/4/2003,0,18619.19123,5.267799854
12/5/2003,0,19521.81877,5.841200352
12/6/2003,0,20398.34485,6.21050024
12/7/2003,0,21241.70556,6.539800167
12/8/2003,0,22044.83697,6.663400173
12/9/2003,0,22800.67519,6.735099792
12/10/2003,0,23502.15628,6.565299988
12/11/2003,0,24142.21634,6.433400154
12/12/2003,0,24713.79144,6.048099995
12/13/2003,0,25209.81767,5.546000004
12/14/2003,0,25623.23112,4.992000103
12/15/2003,0,25946.96786,4.527499676
12/16/2003,0,26184.26779,4.379600048
12/17/2003,0,26393.02524,4.248100281
12/18/2003,0,26584.49301,4.841800213
12/19/2003,0,26759.96852,6.081799984
12/20/2003,0,26920.74914,7.325200081
12/21/2003,0,27068.13227,8.282400131
12/22/2003,0,27203.41531,8.818300247
12/23/2003,0,27327.89565,8.953399658
12/24/2003,0,27442.87069,8.831500053
12/25/2003,0,27549.63781,8.267799377
12/26/2003,0,27649.49443,7.336899757
12/27/2003,0,27743.73792,6.145299911
12/28/2003,0,27833.66568,5.042900085
12/29/2003,0,27920.57512,4.55850029
12/30/2003,0,28005.76361,4.050299644
12/31/2003,0,28090.52857,4.116400242
1/1/2004,1,28176.16737,4.792200089
1/2/2004,1,28263.97743,5.321700096
1/3/2004,1,28355.25612,5.844200134
1/4/2004,1,28451.30085,6.284699917
1/5/2004,1,28553.409,6.54090023
1/6/2004,1,28662.87798,6.860599518
1/7/2004,1,28781.00518,6.872900009
1/8/2004,1,28909.088,6.957099915
1/9/2004,1,29048.42381,6.739200115
1/10/2004,1,29200.31004,6.300899982
1/11/2004,1,29366.04405,5.718299866
1/12/2004,1,29546.92326,4.792000294
1/13/2004,1,29744.24506,4.47549963
1/14/2004,1,29959.30683,4.091899872
1/15/2004,1,30193.40598,4.477700233
1/16/2004,1,30482.45218,5.553500175
1/17/2004,1,31027.17948,6.592299938
1/18/2004,1,31842.44727,7.488500118
1/19/2004,1,32907.58741,8.134799957
1/20/2004,1,34201.93176,8.488200188
1/21/2004,1,35704.8122,8.628700256
1/22/2004,1,37395.56058,8.360799789
1/23/2004,1,39253.50877,7.64800024
1/24/2004,1,41257.98865,6.605400085
1/25/2004,1,43388.33207,5.395299911
1/26/2004,1,45623.87089,4.59469986
1/27/2004,1,47943.937,3.919099808
1/28/2004,1,50327.86224,3.695300102
1/29/2004,1,52754.97849,4.091799736
1/30/2004,1,55204.61762,4.517499924
1/31/2004,1,57656.11148,4.967499733
2/1/2004,1,60088.79195,5.414999962
2/2/2004,1,62481.99089,5.874400139
2/3/2004,1,64815.04016,6.363100052
2/4/2004,1,67067.27163,6.646100044
2/5/2004,1,69218.01718,6.875499725
2/6/2004,1,71246.60865,6.877399921
2/7/2004,1,73132.37792,6.568300247
2/8/2004,1,74854.65686,5.999800205
2/9/2004,1,76392.77733,5.143300056
2/10/2004,1,77726.07119,4.624199867
2/11/2004,1,78833.87032,4.218800068
2/12/2004,1,79695.50657,4.701999664
2/13/2004,1,80290.31181,5.240300179
2/14/2004,1,80597.61792,5.849999905
2/15/2004,1,80615.46241,6.484199524
2/16/2004,1,80446.58818,7.038400173
2/17/2004,1,80117.59626,7.431200027
2/18/2004,1,79637.62387,7.702899933
2/19/2004,1,79015.80828,7.655900002
2/20/2004,1,78261.28672,7.182300091
2/21/2004,1,77383.19645,6.467900276
2/22/2004,1,76390.6747,5.418900013
2/23/2004,1,75292.85873,4.574199677
2/24/2004,1,74098.88578,4.123600006
2/25/2004,1,72817.8931,4.110000134
2/26/2004,1,71459.01792,4.098100185
2/27/2004,1,70031.39751,4.097300053
2/28/2004,1,68544.1691,4.178900242
2/29/2004,1,67006.46993,4.433499813
3/1/2004,1,65427.43727,4.861800194
3/2/2004,1,63816.20834,5.363899708
3/3/2004,1,62181.9204,5.764300346
3/4/2004,1,60533.71069,6.189900398
3/5/2004,1,58880.71646,6.331300259
3/6/2004,1,57232.07496,6.230000019
3/7/2004,1,55596.92343,5.708000183
3/8/2004,1,53984.39911,5.020499706
3/9/2004,1,52403.63926,4.923299789
3/10/2004,1,50863.78111,5.292299747
3/11/2004,1,49373.96191,5.631599903
3/12/2004,1,47943.31892,5.769800186
3/13/2004,1,46580.98937,5.825399876
3/14/2004,1,45296.11051,5.90719986
3/15/2004,1,44097.81959,6.069099903
3/16/2004,1,42977.92051,6.28360033
3/17/2004,1,41839.77196,6.447400093
3/18/2004,1,40670.63289,6.417900085
3/19/2004,1,39474.89798,6.081299782
3/20/2004,1,38256.96192,5.624400139
3/21/2004,1,37021.21938,4.931499958
3/22/2004,1,35772.06505,4.782800198
3/23/2004,1,34513.89362,5.004499912
3/24/2004,1,33251.09976,4.998300076
3/25/2004,1,31988.07816,4.841500282
3/26/2004,1,30729.2235,4.63560009
3/27/2004,1,29478.93047,4.330300331
3/28/2004,1,28241.59375,4.114500046
3/29/2004,1,27021.60802,4.12899971
3/30/2004,1,25823.36796,4.371099949
3/31/2004,1,24651.26826,4.758399963
4/1/2004,1,23509.7036,5.100999832
4/2/2004,1,22403.06866,5.282599926
4/3/2004,1,21335.75813,5.290500164
4/4/2004,1,20312.16668,5.181799889
4/5/2004,1,19336.68901,5.601799965
4/6/2004,1,18413.71979,6.329900265
4/7/2004,1,17547.65371,6.590199947
4/8/2004,1,16742.88546,6.923500061
4/9/2004,1,16003.8097,6.834899902
4/10/2004,1,15334.82113,6.521900177
4/11/2004,1,14740.31444,6.124200344
4/12/2004,1,14224.68429,5.716799736
4/13/2004,1,13792.32538,5.491700172
4/14/2004,1,13447.63239,5.366399765
4/15/2004,1,13195,5.298700333
4/16/2004,1,12995.17854,5.225199699
4/17/2004,1,12805.67134,4.943099976
4/18/2004,1,12626.00257,5.23059988
4/19/2004,1,12455.69642,5.578000069
4/20/2004,1,12294.27705,5.805699825
4/21/2004,1,12141.26866,5.802000046
4/22/2004,1,11996.19542,5.665999889
4/23/2004,1,11858.5815,5.535899639
4/24/2004,1,11727.9511,5.157999992
4/25/2004,1,11603.82837,4.76760006
4/26/2004,1,11485.73751,4.394900322
4/27/2004,1,11373.20269,4.157099724
4/28/2004,1,11265.7481,4.204499722
4/29/2004,1,11162.8979,4.431000233
4/30/2004,1,11064.17628,4.707499981
5/1/2004,1,10969.10741,4.785099983
5/2/2004,1,10877.21548,5.195500374
5/3/2004,1,10788.02467,6.2979002
5/4/2004,1,10701.05915,7.21420002
5/5/2004,1,10615.84309,7.722800255
5/6/2004,1,10531.90069,8.046199799
5/7/2004,1,10448.75611,7.881500244
5/8/2004,1,10365.93354,7.709300041
5/9/2004,1,10282.95716,7.036300182
5/10/2004,1,10199.35114,6.223500252
5/11/2004,1,10114.63966,5.434399605
5/12/2004,1,10028.3469,5.299099922
5/13/2004,1,9939.997041,5.15749979
5/14/2004,1,9849.11426,4.941900253
5/15/2004,1,9755.222735,5.025799751
5/16/2004,1,9657.84345,5.615999699
5/17/2004,1,9556.83436,6.012299538
5/18/2004,1,9452.618424,6.299599648
5/19/2004,1,9345.661012,6.379000187
5/20/2004,1,9236.427498,6.349499702
5/21/2004,1,9125.383251,6.165800095
5/22/2004,1,9012.993643,5.89289999
5/23/2004,1,8899.724046,5.727399826
5/24/2004,1,8786.03983,5.273499966
5/25/2004,1,8672.406367,4.813799858
5/26/2004,1,8559.289028,4.40719986
5/27/2004,1,8447.153184,4.495100021
5/28/2004,1,8336.464207,4.538700104
5/29/2004,1,8227.687467,4.604300022
5/30/2004,1,8121.288336,5.168799877
5/31/2004,1,8017.732186,6.459000111
6/1/2004,1,7917.484387,7.475699902
6/2/2004,1,7821.010311,8.256099701
6/3/2004,1,7728.775328,8.75510025
6/4/2004,1,7641.244811,8.760399818
6/5/2004,1,7558.884131,8.237299919
6/6/2004,1,7482.158658,8.049499512
6/7/2004,1,7411.533763,7.126699924
6/8/2004,1,7347.474819,6.025899887
6/9/2004,1,7290.447197,5.505000114
6/10/2004,1,7240.916267,5.081799984
6/11/2004,1,7199.347401,4.641200066
6/12/2004,1,7166.20597,4.992899895
6/13/2004,1,7141.957345,5.539299965
6/14/2004,1,7127.066898,6.020199776
6/15/2004,1,7122,6.37130022
6/16/2004,1,7124.797996,6.607599735
6/17/2004,1,7132.941885,6.667899609
6/18/2004,1,7146.056516,6.662100315
6/19/2004,1,7163.766738,6.479000092
6/20/2004,1,7185.697402,6.203399658
6/21/2004,1,7211.473357,6.033800125
6/22/2004,1,7240.719452,5.648600101
6/23/2004,1,7273.060538,5.044700146
6/24/2004,1,7308.121464,4.730800152
6/25/2004,1,7345.527079,4.565599918
6/26/2004,1,7384.902234,4.398900032
6/27/2004,1,7425.871778,4.990999699
6/28/2004,1,7468.06056,6.06099987
6/29/2004,1,7511.093431,7.137500286
6/30/2004,0,7554.595239,8.096599579
7/1/2004,0,7598.190835,8.766900063
7/2/2004,0,7641.505069,9.019900322
7/3/2004,0,7684.162789,8.820500374
7/4/2004,0,7725.788846,8.09980011
7/5/2004,0,7766.008089,7.762700081
7/6/2004,0,7804.445368,6.661499977
7/7/2004,0,7840.725532,5.644499779
7/8/2004,0,7874.473432,5.123200417
7/9/2004,0,7905.313916,4.496800423
7/10/2004,0,7932.871835,4.563600063
7/11/2004,0,7956.772038,5.075999737
7/12/2004,0,7976.639375,5.575400352
7/13/2004,0,7992.098695,5.948900223
7/14/2004,0,8002.774849,6.333600044
7/15/2004,0,8008.292685,6.539000034
7/16/2004,0,8005.904871,6.700799942
7/17/2004,0,7981.749404,6.701999664
7/18/2004,0,7934.986036,6.603300095
7/19/2004,0,7867.229616,6.265100002
7/20/2004,0,7780.094995,6.04279995
7/21/2004,0,7675.197023,5.528800011
7/22/2004,0,7554.150549,4.873600006
7/23/2004,0,7418.570424,4.644399643
7/24/2004,0,7270.071498,4.344799995
7/25/2004,0,7110.268621,5.213900089
7/26/2004,0,6940.776644,5.753099918
7/27/2004,0,6763.210416,6.490200043
7/28/2004,0,6579.184787,7.395400047
7/29/2004,0,6390.314608,8.131500244
7/30/2004,0,6198.214729,8.573299408
7/31/2004,0,6004.5,8.610599518
8/1/2004,0,5810.785271,8.178699493
8/2/2004,0,5618.685392,7.365599632
8/3/2004,0,5429.815213,6.940899849
8/4/2004,0,5245.789584,5.712800026
8/5/2004,0,5068.223356,4.928199768
8/6/2004,0,4898.731379,4.289700031
8/7/2004,0,4738.928502,4.540200233
8/8/2004,0,4590.429576,4.644200325
8/9/2004,0,4454.849451,4.80919981
8/10/2004,0,4333.802977,5.185400009
8/11/2004,0,4228.905005,5.56760025
8/12/2004,0,4141.770384,5.947100163
8/13/2004,0,4074.013964,6.245800018
8/14/2004,0,4027.250596,6.438300133
8/15/2004,0,4003.095129,6.530200005
8/16/2004,0,4000.557585,6.217900276
8/17/2004,0,4004.922183,5.93239975
8/18/2004,0,4013.405827,5.375100136
8/19/2004,0,4025.752292,4.96239996
8/20/2004,0,4041.705349,4.50549984
8/21/2004,0,4061.008773,4.682700157
8/22/2004,0,4083.406337,5.17840004
8/23/2004,0,4108.641813,5.716099739
8/24/2004,0,4136.458976,6.003700256
8/25/2004,0,4166.601597,6.497400284
8/26/2004,0,4198.813451,7.125800133
8/27/2004,0,4232.83831,7.597100258
8/28/2004,0,4268.419948,7.756599903
8/29/2004,0,4305.302137,7.4854002
8/30/2004,0,4343.228652,6.963600159
8/31/2004,1,4381.943265,6.100399971
9/1/2004,1,4421.189749,5.41809988
9/2/2004,1,4460.711878,4.817699909
9/3/2004,1,4500.253424,4.701900005
9/4/2004,1,4539.558161,4.611599922
9/5/2004,1,4578.369863,4.465800285
9/6/2004,1,4616.432301,4.421999931
9/7/2004,1,4653.48925,4.306499958
9/8/2004,1,4689.284483,4.603699684
9/9/2004,1,4723.561772,4.977500439
9/10/2004,1,4756.064892,5.3677001
9/11/2004,1,4786.537615,5.731100082
9/12/2004,1,4814.723713,5.910900116
9/13/2004,1,4840.366962,5.774199963
9/14/2004,1,4863.211133,5.516000271
9/15/2004,1,4883,5.067899704
9/16/2004,1,4900.909173,4.920399666
9/17/2004,1,4918.299316,5.462299824
9/18/2004,1,4935.191786,5.67869997
9/19/2004,1,4951.607937,5.811800003
9/20/2004,1,4967.569124,5.8197999
9/21/2004,1,4983.096704,5.890599728
9/22/2004,1,4998.21203,5.875800133
9/23/2004,1,5012.936459,6.127099991
9/24/2004,1,5027.291346,6.420900345
9/25/2004,1,5041.298046,6.519899845
9/26/2004,1,5054.977914,6.396699905
9/27/2004,1,5068.352306,6.000299931
9/28/2004,1,5081.442577,5.482900143
9/29/2004,1,5094.270082,5.511199951
9/30/2004,1,5106.856177,5.596300125
10/1/2004,1,5119.222216,5.603000164
10/2/2004,1,5131.389556,5.364799976
10/3/2004,1,5143.379551,4.988900185
10/4/2004,1,5155.213557,4.549900055
10/5/2004,1,5166.912929,4.25909996
10/6/2004,1,5178.499022,4.15929985
10/7/2004,1,5189.993192,4.072700024
10/8/2004,1,5201.416794,4.420300007
10/9/2004,1,5212.791183,4.697899818
10/10/2004,1,5224.137714,4.829699993
10/11/2004,1,5235.477743,4.882400036
10/12/2004,1,5246.832626,4.87349987
10/13/2004,1,5258.223717,5.388500214
10/14/2004,1,5269.672371,6.192299843
10/15/2004,1,5281.199945,6.733899593
10/16/2004,1,5292.714445,7.022900105
10/17/2004,1,5303.57573,6.990600109
10/18/2004,1,5313.739309,6.692200184
10/19/2004,1,5323.276107,6.284599781
10/20/2004,1,5332.257045,5.890200138
10/21/2004,1,5340.753049,5.562299728
10/22/2004,1,5348.835041,5.370200157
10/23/2004,1,5356.573944,5.459700108
10/24/2004,1,5364.040682,5.578700066
10/25/2004,1,5371.306178,5.397999763
10/26/2004,1,5378.441356,5.77369976
10/27/2004,1,5385.517138,6.168200016
10/28/2004,1,5392.604449,6.404300213
10/29/2004,1,5399.774211,6.421999931
10/30/2004,1,5407.097349,6.272799969
10/31/2004,1,5414.644785,5.838299751
11/1/2004,1,5422.487442,5.431699753
11/2/2004,1,5430.696245,4.90569973
11/3/2004,1,5439.342115,4.424099922
11/4/2004,1,5448.495978,4.079300404
11/5/2004,1,5458.228756,4.032799721
11/6/2004,1,5468.611372,4.030200005
11/7/2004,1,5479.71475,4.382899761
11/8/2004,1,5491.609813,4.412699699
11/9/2004,1,5504.367484,4.92539978
11/10/2004,1,5518.058688,5.920599937
11/11/2004,1,5532.754346,6.949999809
11/12/2004,1,5548.525383,7.688400269
11/13/2004,1,5565.442723,8.163000107
11/14/2004,1,5583.577287,8.17179966
11/15/2004,1,5603,7.819399834
11/16/2004,1,5639.13999,7.254700184
11/17/2004,1,5706.580358,6.469599724
11/18/2004,1,5804.122987,5.623400211
11/19/2004,1,5930.569761,5.16960001
11/20/2004,1,6084.722562,5.068399906
11/21/2004,1,6265.383273,5.276100159
11/22/2004,1,6471.353778,5.217400074
11/23/2004,1,6701.435958,5.979400158
11/24/2004,1,6954.431698,6.480000019
11/25/2004,1,7229.142881,6.799900055
11/26/2004,1,7524.371389,6.893199921
11/27/2004,1,7838.919105,6.862100124
11/28/2004,1,8171.587912,6.588199615
11/29/2004,1,8521.179694,6.322100163
11/30/2004,0,8886.496334,5.823400021
12/1/2004,0,9266.339713,5.308700085
12/2/2004,0,9659.511717,4.764600277
12/3/2004,0,10064.81423,4.14869976
12/4/2004,0,10481.04913,4.045199871
12/5/2004,0,10907.0183,3.905399799
12/6/2004,0,11341.52362,3.912799835
12/7/2004,0,11783.36699,4.618599892
12/8/2004,0,12231.35028,5.830699921
12/9/2004,0,12684.27537,6.943900108
12/10/2004,0,13140.94415,7.979799747
12/11/2004,0,13600.1585,8.661800385
12/12/2004,0,14060.7203,8.899000168
12/13/2004,0,14521.43144,8.746899605
12/14/2004,0,14981.0938,8.293399811
12/15/2004,0,15438.50927,7.470499992
12/16/2004,0,15903.22003,6.348199844
12/17/2004,0,16436.56341,5.359600067
12/18/2004,0,17043.20951,4.890200138
12/19/2004,0,17716.87629,4.501700401
12/20/2004,0,18451.28172,4.974299908
12/21/2004,0,19240.14376,5.645699978
12/22/2004,0,20077.18036,6.2718997
12/23/2004,0,20956.10949,6.634600163
12/24/2004,0,21870.64911,6.782700062
12/25/2004,0,22814.51718,6.949100018
12/26/2004,0,23781.43166,6.833899975
12/27/2004,0,24765.11052,6.791999817
12/28/2004,0,25759.27172,6.479099751
12/29/2004,0,26757.63321,6.126699924
12/30/2004,0,27753.91296,5.595399857
12/31/2004,1,28741.82893,4.807600021
1/1/2005,1,29715.09909,4.267800331
1/2/2005,1,30667.44138,3.92620039
1/3/2005,1,31592.57378,3.622799873
1/4/2005,1,32484.21425,4.154099941
1/5/2005,1,33336.08074,5.220100403
1/6/2005,1,34141.89123,6.402100086
1/7/2005,1,34895.36366,7.477499962
1/8/2005,1,35590.216,8.328900337
1/9/2005,1,36220.16622,8.841300011
1/10/2005,1,36778.93227,8.963199615
1/11/2005,1,37260.23212,8.811300278
1/12/2005,1,37657.78373,8.165800095
1/13/2005,1,37965.30505,7.060900211
1/14/2005,1,38176.51405,5.620699883
1/15/2005,1,38285.1287,4.980000019
1/16/2005,1,38287.57186,4.280499935
1/17/2005,1,38198.49767,4.605999947
1/18/2005,1,38026.35723,5.122600079
1/19/2005,1,37777.41968,5.553899765
1/20/2005,1,37457.95419,5.875299931
1/21/2005,1,37074.22989,6.182700157
1/22/2005,1,36632.51595,6.467300415
1/23/2005,1,36139.08151,6.580099583
1/24/2005,1,35600.19572,6.689599991
1/25/2005,1,35022.12774,6.636000156
1/26/2005,1,34411.14671,6.366499901
1/27/2005,1,33773.5218,5.969299793
1/28/2005,1,33115.52214,5.308300018
1/29/2005,1,32443.41689,4.467299938
1/30/2005,1,31763.4752,4.131799698
1/31/2005,1,31081.96622,3.685300112
2/1/2005,1,30405.15911,4.067700386
2/2/2005,1,29739.32301,4.774799824
2/3/2005,1,29090.72708,5.597499847
2/4/2005,1,28465.64046,6.481500149
2/5/2005,1,27870.33232,7.33039999
2/6/2005,1,27311.07179,7.995500088
2/7/2005,1,26794.12803,8.355500221
2/8/2005,1,26325.7702,8.459400177
2/9/2005,1,25912.26743,8.053299904
2/10/2005,1,25559.88889,7.12169981
2/11/2005,1,25274.90373,5.961800098
2/12/2005,1,25063.58109,5.077799797
2/13/2005,1,24932.19013,4.60379982
2/14/2005,1,24887,4.674099922
2/15/2005,1,24949.76482,4.758099556
2/16/2005,1,25132.25444,4.813999653
2/17/2005,1,25425.76161,4.948500156
2/18/2005,1,25821.57906,5.196499825
2/19/2005,1,26310.99953,5.519900322
2/20/2005,1,26885.31578,5.784900188
2/21/2005,1,27535.82053,6.035900116
2/22/2005,1,28253.80654,6.169299603
2/23/2005,1,29030.56654,6.039000034
2/24/2005,1,29857.39327,5.720099926
2/25/2005,1,30725.57948,5.236299992
2/26/2005,1,31626.41792,4.507600307
2/27/2005,1,32551.20131,4.201499939
2/28/2005,1,33491.2224,4.462900162
3/1/2005,1,34437.77394,4.757500172
3/2/2005,1,35382.14866,5.054200172
3/3/2005,1,36315.63931,5.342700005
3/4/2005,1,37229.53862,5.725800037
3/5/2005,1,38115.13935,6.269099712
3/6/2005,1,38963.73423,6.774800301
3/7/2005,1,39766.61601,7.195300102
3/8/2005,1,40515.07742,7.354700089
3/9/2005,1,41200.41121,7.09499979
3/10/2005,1,41813.91011,6.456700325
3/11/2005,1,42346.86688,5.577400208
3/12/2005,1,42790.57425,5.261899948
3/13/2005,1,43136.32497,5.492899895
3/14/2005,1,43375.41177,5.447899818
3/15/2005,1,43499.12739,5.168399811
3/16/2005,1,43503.42141,4.826399803
3/17/2005,1,43413.09561,4.527500153
3/18/2005,1,43238.32927,4.411099911
3/19/2005,1,42985.2635,4.480100155
3/20/2005,1,42660.03945,4.701700211
3/21/2005,1,42268.79825,5.016299725
3/22/2005,1,41817.68102,5.155499935
3/23/2005,1,41312.82889,5.188600063
3/24/2005,1,40760.38301,4.882199764
3/25/2005,1,40166.48449,4.747400284
3/26/2005,1,39537.27446,4.828299999
3/27/2005,1,38878.89407,5.352300167
3/28/2005,1,38197.48444,5.576600075
3/29/2005,1,37499.18669,5.877600193
3/30/2005,1,36790.14197,5.904399872
3/31/2005,1,36076.4914,5.835400105
4/1/2005,1,35364.37612,5.760399818
4/2/2005,1,34659.93724,5.728600025
4/3/2005,1,33969.31591,5.851799965
4/4/2005,1,33298.65326,5.96119976
4/5/2005,1,32654.09041,5.920899868
4/6/2005,1,32041.7685,5.636400223
4/7/2005,1,31467.82865,5.599699974
4/8/2005,1,30938.412,5.693999767
4/9/2005,1,30459.65969,6.135499954
4/10/2005,1,30037.71283,6.312400341
4/11/2005,1,29678.71256,6.253499985
4/12/2005,1,29388.80001,6.065899849
4/13/2005,1,29174.11631,5.525499821
4/14/2005,1,29040.8026,5.004499912
4/15/2005,1,28995,4.504799843
4/16/2005,1,29069.36298,4.14869976
4/17/2005,1,29285.80496,3.997500181
4/18/2005,1,29634.35547,4.162100315
4/19/2005,1,30105.04407,4.332499981
4/20/2005,1,30687.90029,4.393200397
4/21/2005,1,31372.95368,4.488100052
4/22/2005,1,32150.23379,4.818900108
4/23/2005,1,33009.77015,5.618199825
4/24/2005,1,33941.59232,6.384900093
4/25/2005,1,34935.72984,6.853899956
4/26/2005,1,35982.21225,7.004400253
4/27/2005,1,37071.0691,7.042399883
4/28/2005,1,38192.32993,6.938399792
4/29/2005,1,39336.02428,6.524700165
4/30/2005,1,40492.1817,6.019900322
5/1/2005,1,41650.83174,5.507500172
5/2/2005,1,42802.00393,5.387800217
5/3/2005,1,43935.72783,5.354300022
5/4/2005,1,45042.03298,5.349899769
5/5/2005,1,46110.94891,5.380599976
5/6/2005,1,47132.50518,6.168200016
5/7/2005,1,48096.73133,6.605899811
5/8/2005,1,48993.65691,6.900799751
5/9/2005,1,49813.31145,6.856699944
5/10/2005,1,50545.72451,6.571400166
5/11/2005,1,51180.92562,6.239600182
5/12/2005,1,51708.94434,5.907500267
5/13/2005,1,52119.8102,5.28910017
5/14/2005,1,52403.55275,4.722100258
5/15/2005,1,52550.20154,4.160900116
5/16/2005,1,52551.79246,4.117799759
5/17/2005,1,52416.98131,4.133299828
5/18/2005,1,52154.64024,4.179200172
5/19/2005,1,51772.36703,4.098099709
5/20/2005,1,51277.7595,5.024800301
5/21/2005,1,50678.41544,5.925499916
5/22/2005,1,49981.93264,6.937399864
5/23/2005,1,49195.90891,7.57310009
5/24/2005,1,48327.94204,7.934800148
